ECO_ID,ECO_NAME,BIOME_NUM,BIOME_NAME,REALM,COLOR,COLOR_BIO,UNIQUE_ECOREGION_COLOR
630,Society Islands tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#36C900,#38A700,#66980F
631,Tongan tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#70A800,#38A700,#2BC700
632,Tuamotu tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#267400,#38A700,#169312
633,Tubuai tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#267400,#38A700,#40C200
634,Western Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,#4C7300,#38A700,#159312
635,Fiji tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#CEDF41,#CCCD65,#E3D767
636,Hawai'i tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#98E500,#CCCD65,#A7B473
637,Marianas tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#DAFA35,#CCCD65,#DEC66A
638,Yap tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,#83D004,#CCCD65,#AAAF74
639,Hawai'i tropical high shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,#E69800,#FEAA01,#FF5903
640,Hawai'i tropical low shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,#FFAA01,#FEAA01,#DB8D00
641,Northwest Hawai'i scrub,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,#4AFB48,#FEAA01,#FFF309
642,Guizhou Plateau broadleaf and mixed forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,#267400,#38A700,#3C7F00
643,Yunnan Plateau subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,#5AA500,#38A700,#23A909
644,Appenine deciduous montane forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#9CEF79,#00734C,#00A042
645,Azores temperate mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8BA685,#00734C,#0C6739
646,Balkan mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7BE038,#00734C,#009B2F
647,Baltic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#95D48D,#00734C,#0E622E
648,Cantabrian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4D9228,#00734C,#009689
649,Caspian Hyrcanian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#71EB64,#00734C,#105D5C
650,Caucasus mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#38B529,#00734C,#009174
651,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8DB376,#00734C,#00584D
652,Central Anatolian steppe and woodlands,4,Temperate Broadleaf & Mixed Forests,Palearctic,#77D14D,#00734C,#008C61
653,Central China Loess Plateau mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#B2F693,#00734C,#005340
654,Central European mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4DE600,#00734C,#00874E
655,Central Korean deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#88D97D,#00734C,#004E33
656,Changbai Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#B3F7AC,#00734C,#03823F
657,Changjiang Plain evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#55A649,#00734C,#004928
658,Crimean Submediterranean forest complex,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4DE600,#00734C,#067D31
659,Daba Mountains evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#82F178,#00734C,#009D44
660,Dinaric Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#9CCF97,#00734C,#097874
661,East European forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,#58BD33,#00734C,#009D45
662,Eastern Anatolian deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#267A0A,#00734C,#0B7364
663,English Lowlands beech forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8DD45C,#00734C,#009832
664,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#67BA48,#00734C,#0D6E55
665,Euxine-Colchic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7EF249,#00734C,#00938A
666,Hokkaido deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#79BD66,#00734C,#0F6948
667,Huang He Plain mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#84AB7E,#00734C,#008E75
668,Madeira evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7EE74F,#00734C,#10643C
669,Manchurian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#87BD7F,#00734C,#008E76
670,Nihonkai evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#5ACA2A,#00734C,#005F27
671,Nihonkai montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#00B51B,#00734C,#038963
672,North Atlantic moist mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#378F52,#00734C,#00585A
673,Northeast China Plain deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#7CA55F,#00734C,#068452
674,Pannonian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#38A700,#00734C,#00554D
675,Po Basin mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#62C342,#00734C,#097F43
676,Pyrenees conifer and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#1F7B10,#00734C,#005040
677,Qin Ling Mountains deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#88DF50,#00734C,#0B7A36
678,Rodope montane mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#70A800,#00734C,#004B34
679,Sarmatic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8EE266,#00734C,#0E7574
680,Sichuan Basin evergreen broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#70A800,#00734C,#009F5C
681,Southern Korea evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#C8FABF,#00734C,#107065
682,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#267300,#00734C,#009A48
683,Taiheiyo montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#4DE600,#00734C,#116B57
684,Tarim Basin deciduous forests and steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,#9AB38B,#00734C,#009535
685,Ussuri broadleaf and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#78F053,#00734C,#006135
686,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#89F261,#00734C,#03908B
687,Western Siberian hemiboreal forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,#8BC966,#00734C,#005C28
688,Zagros Mountains forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,#53AD27,#00734C,#068B78
689,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,#007C33,#458970,#2C7249
690,Altai montane forest and forest steppe,5,Temperate Conifer Forests,Palearctic,#B8DB43,#458970,#599C89
691,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,#76D145,#458970,#2C6D40
692,Carpathian montane forests,5,Temperate Conifer Forests,Palearctic,#A1B546,#458970,#5A987F
693,Da Hinggan-Dzhagdy Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,#34AB37,#458970,#2D6863
694,East Afghan montane conifer forests,5,Temperate Conifer Forests,Palearctic,#8CBD3D,#458970,#5A9376
695,Elburz Range forest steppe,5,Temperate Conifer Forests,Palearctic,#339B42,#458970,#2D6358
696,Helanshan montane conifer forests,5,Temperate Conifer Forests,Palearctic,#799F3C,#458970,#5B8E6E
697,Hengduan Mountains subalpine conifer forests,5,Temperate Conifer Forests,Palearctic,#CCE065,#458970,#2D5E4F
698,Hokkaido montane conifer forests,5,Temperate Conifer Forests,Palearctic,#38A700,#458970,#5B8988
699,Honshu alpine conifer forests,5,Temperate Conifer Forests,Palearctic,#00734C,#458970,#59B38C
700,Khangai Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,#C1CF78,#458970,#2C8479
701,Mediterranean conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,#00734C,#458970,#5BAE81
702,Northeast Himalayan subalpine conifer forests,5,Temperate Conifer Forests,Palearctic,#81B256,#458970,#2D7F6C
703,Northern Anatolian conifer and deciduous forests,5,Temperate Conifer Forests,Palearctic,#57C457,#458970,#5CA977
704,Nujiang Langcang Gorge alpine conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,#44C43C,#458970,#2E7A60
705,Qilian Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,#007C33,#458970,#5DA4A1
706,Qionglai-Minshan conifer forests,5,Temperate Conifer Forests,Palearctic,#29A26C,#458970,#2F7555
707,Sayan montane conifer forests,5,Temperate Conifer Forests,Palearctic,#5CAB40,#458970,#5E9F95
708,Scandinavian coastal conifer forests,5,Temperate Conifer Forests,Palearctic,#00734C,#458970,#30704B
709,Tian Shan montane conifer forests,5,Temperate Conifer Forests,Palearctic,#60A65D,#458970,#5E9A8A
710,East Siberian taiga,6,Boreal Forests/Taiga,Palearctic,#CA9BFB,#7AB6F5,#5FBFD7
711,Iceland boreal birch forests and alpine tundra,6,Boreal Forests/Taiga,Palearctic,#BD68F7,#7AB6F5,#A1CFFF
712,Kamchatka taiga,6,Boreal Forests/Taiga,Palearctic,#5E2CC9,#7AB6F5,#6277D2
713,Kamchatka-Kurile meadows and sparse forests,6,Boreal Forests/Taiga,Palearctic,#AD9EC9,#7AB6F5,#A5DAFC
714,Northeast Siberian taiga,6,Boreal Forests/Taiga,Palearctic,#AD84FA,#7AB6F5,#6484CD
715,Okhotsk-Manchurian taiga,6,Boreal Forests/Taiga,Palearctic,#C87EF7,#7AB6F5,#51C8F7
716,Sakhalin Island taiga,6,Boreal Forests/Taiga,Palearctic,#7E57D4,#7AB6F5,#89C7FF
717,Scandinavian and Russian taiga,6,Boreal Forests/Taiga,Palearctic,#9F56E3,#7AB6F5,#54D7F2
718,Trans-Baikal conifer forests,6,Boreal Forests/Taiga,Palearctic,#AE98E0,#7AB6F5,#8FD6FF
719,Urals montane forest and taiga,6,Boreal Forests/Taiga,Palearctic,#9273DB,#7AB6F5,#5879ED
720,West Siberian taiga,6,Boreal Forests/Taiga,Palearctic,#AC6BED,#7AB6F5,#94E4FF
721,Alai-Western Tian Shan steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCEC35,#FEFF73,#D8F254
722,Al-Hajar foothill xeric woodlands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#CA6634,#FEFF73,#FFE188
723,Al-Hajar montane woodlands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCA673,#FEFF73,#E5ED58
724,Altai steppe and semi-desert,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#D9FC7E,#FEFF73,#D7FF8E
725,Central Anatolian steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#737400,#FEFF73,#E8E05B
726,Daurian forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#7FFC4A,#FEFF73,#E5FF94
727,Eastern Anatolian montane steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FDF674,#FEFF73,#E3CD5F
728,Emin Valley steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FD9057,#FEFF73,#F1FF9A
729,Faroe Islands boreal grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCC960,#FEFF73,#DEBB62
730,Gissaro-Alai open woodlands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCFA58,#FEFF73,#FAFF47
731,Kazakh forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#D8FC36,#FEFF73,#B3D965
732,Kazakh steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#BDFC53,#FEFF73,#FFF04C
733,Kazakh upland steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#54FC51,#FEFF73,#BCD467
734,Mongolian-Manchurian grassland,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#F6FC38,#FEFF73,#FEDC52
735,Pontic steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FFAA01,#FEFF73,#F2FF82
736,Sayan Intermontane steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCFA58,#FEFF73,#F9C756
737,Selenge-Orkhon forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#C4FC41,#FEFF73,#FFFF88
738,South Siberian forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCD538,#FEFF73,#C6F45A
739,Syrian xeric grasslands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#C9AB17,#FEFF73,#FFF28E
740,Tian Shan foothill arid steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,#FCC73D,#FEFF73,#D4EF5E
741,Amur meadow steppe,9,Flooded Grasslands & Savannas,Palearctic,#68BED9,#BEE7FF,#CCF8FF
742,Bohai Sea saline meadow,9,Flooded Grasslands & Savannas,Palearctic,#3370A6,#BEE7FF,#A6CCEA
743,Nenjiang River grassland,9,Flooded Grasslands & Savannas,Palearctic,#5998A9,#BEE7FF,#CCDFFF
744,Nile Delta flooded savanna,9,Flooded Grasslands & Savannas,Palearctic,#97DBE8,#BEE7FF,#A8D1E5
745,Saharan halophytics,9,Flooded Grasslands & Savannas,Palearctic,#3881AC,#BEE7FF,#97C9FF
746,Suiphun-Khanka meadows and forest meadows,9,Flooded Grasslands & Savannas,Palearctic,#6BD3FA,#BEE7FF,#A9D4E0
747,Tigris-Euphrates alluvial salt marsh,9,Flooded Grasslands & Savannas,Palearctic,#6CA8C4,#BEE7FF,#97C8FF
748,Yellow Sea saline meadow,9,Flooded Grasslands & Savannas,Palearctic,#4DA6B8,#BEE7FF,#ABD6DB
749,Altai alpine meadow and tundra,10,Montane Grasslands & Shrublands,Palearctic,#B8823C,#D6C39D,#DDC385
750,Central Tibetan Plateau alpine steppe,10,Montane Grasslands & Shrublands,Palearctic,#E67938,#D6C39D,#ADAD89
751,Eastern Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,#E8A382,#D6C39D,#D8B787
752,Ghorat-Hazarajat alpine meadow,10,Montane Grasslands & Shrublands,Palearctic,#BA3D4D,#D6C39D,#FFFACC
753,Hindu Kush alpine meadow,10,Montane Grasslands & Shrublands,Palearctic,#FA9A50,#D6C39D,#D3AD89
754,Karakoram-West Tibetan Plateau alpine steppe,10,Montane Grasslands & Shrublands,Palearctic,#EECB93,#D6C39D,#FDF2CA
755,Khangai Mountains alpine meadow,10,Montane Grasslands & Shrublands,Palearctic,#C27F4B,#D6C39D,#CEA38A
756,Kopet Dag woodlands and forest steppe,10,Montane Grasslands & Shrublands,Palearctic,#D57739,#D6C39D,#F8E8C6
757,Kuh Rud and Eastern Iran montane woodlands,10,Montane Grasslands & Shrublands,Palearctic,#EB9B3C,#D6C39D,#C9C88B
758,Mediterranean High Atlas juniper steppe,10,Montane Grasslands & Shrublands,Palearctic,#D6A890,#D6C39D,#F3DEC2
759,North Tibetan Plateau-Kunlun Mountains alpine desert,10,Montane Grasslands & Shrublands,Palearctic,#EC8751,#D6C39D,#C4BD8C
760,Northwestern Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,#F9D6AE,#D6C39D,#EED4BE
761,Ordos Plateau steppe,10,Montane Grasslands & Shrublands,Palearctic,#F7A86D,#D6C39D,#BFB38D
762,Pamir alpine desert and tundra,10,Montane Grasslands & Shrublands,Palearctic,#D69F45,#D6C39D,#E9A886
763,Qilian Mountains subalpine meadows,10,Montane Grasslands & Shrublands,Palearctic,#A93800,#D6C39D,#BAAA8E
764,Sayan alpine meadows and tundra,10,Montane Grasslands & Shrublands,Palearctic,#B36942,#D6C39D,#E4E089
765,Southeast Tibet shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,#D5642C,#D6C39D,#B5A38E
766,Sulaiman Range alpine meadows,10,Montane Grasslands & Shrublands,Palearctic,#720000,#D6C39D,#DFD28B
767,Tian Shan montane steppe and meadows,10,Montane Grasslands & Shrublands,Palearctic,#DBA859,#D6C39D,#B09C8D
768,Tibetan Plateau alpine shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,#B38160,#D6C39D,#DAC58D
769,Western Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,#DF72FF,#D6C39D,#AB9489
770,Yarlung Zanbo arid steppe,10,Montane Grasslands & Shrublands,Palearctic,#E0B070,#D6C39D,#D5BA8E
771,Cherskii-Kolyma mountain tundra,11,Tundra,Palearctic,#5085A5,#9ED7C2,#CCFFFA
772,Chukchi Peninsula tundra,11,Tundra,Palearctic,#5EC0AB,#9ED7C2,#91D1AF
773,Kamchatka tundra,11,Tundra,Palearctic,#5E9CC0,#9ED7C2,#C9FBF0
774,Kola Peninsula tundra,11,Tundra,Palearctic,#5DE3E2,#9ED7C2,#92CCA7
775,Northeast Siberian coastal tundra,11,Tundra,Palearctic,#7BF5CC,#9ED7C2,#C5F6E6
776,Northwest Russian-Novaya Zemlya tundra,11,Tundra,Palearctic,#5DB3C8,#9ED7C2,#93C7C6
777,Novosibirsk Islands Arctic desert,11,Tundra,Palearctic,#77C2FB,#9ED7C2,#8BF1C4
778,Russian Arctic desert,11,Tundra,Palearctic,#558CB8,#9ED7C2,#94C2BC
779,Russian Bering tundra,11,Tundra,Palearctic,#4FACB3,#9ED7C2,#8DECB8
780,Scandinavian Montane Birch forest and grasslands,11,Tundra,Palearctic,#62C8CA,#9ED7C2,#94BDB3
781,Taimyr-Central Siberian tundra,11,Tundra,Palearctic,#519AAB,#9ED7C2,#90E7AD
782,Trans-Baikal Bald Mountain tundra,11,Tundra,Palearctic,#5AD5B6,#9ED7C2,#93B8AB
783,Wrangel Island Arctic desert,11,Tundra,Palearctic,#59B4AF,#9ED7C2,#92E2DE
784,Yamal-Gydan tundra,11,Tundra,Palearctic,#5ADEC9,#9ED7C2,#8FB3A2
785,Aegean and Western Turkey sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#FF7F7C,#FE0000,#FF3400
786,Anatolian conifer and deciduous mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#A80000,#FE0000,#D51941
787,Canary Islands dry woodlands and forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#FFA77F,#FE0000,#FF1700
788,Corsican montane broadleaf and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#FF7F7E,#FE0000,#FF246B
789,Crete Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#F5A27A,#FE0000,#F50021
790,Cyprus Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#A80000,#FE0000,#FF672A
791,Eastern Mediterranean conifer-broadleaf forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#F5A27A,#FE0000,#F50020
792,Iberian conifer forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#CD8966,#FE0000,#FF2C00
793,Iberian sclerophyllous and semi-deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#E54C00,#FE0000,#F0063E
794,Illyrian deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#F1873D,#FE0000,#FF1000
795,Italian sclerophyllous and semi-deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#E54C00,#FE0000,#EB0B5A
796,Mediterranean Acacia-Argania dry woodlands and succulent thickets,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#F1873D,#FE0000,#FF0029
797,Mediterranean dry woodlands and steppe,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#F5A27A,#FE0000,#E64710
798,Mediterranean woodlands and forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#CD6667,#FE0000,#FF0046
799,Northeast Spain and Southern France Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#D49E54,#FE0000,#E23315
800,Northwest Iberian montane forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#D49E54,#FE0000,#FF0045
801,Pindus Mountains mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#D49E54,#FE0000,#DD201A
802,South Apennine mixed montane forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#720000,#FE0000,#FF5600
803,Southeast Iberian shrubs and woodlands,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#C63901,#FE0000,#D81E2C
804,Southern Anatolian montane conifer and deciduous forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#C63901,#FE0000,#FF3A00
805,Southwest Iberian Mediterranean sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#A80000,#FE0000,#D32243
806,Tyrrhenian-Adriatic sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,#B02745,#FE0000,#FD1D00
807,Afghan Mountains semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#FA774D,#CC6767,#F55384
808,Alashan Plateau semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#F9AB58,#CC6767,#C16A73
809,Arabian desert,13,Deserts & Xeric Shrublands,Palearctic,#FFEBBE,#CC6767,#F08657
810,Arabian sand desert,13,Deserts & Xeric Shrublands,Palearctic,#FFAA01,#CC6767,#BC6B7D
811,Arabian-Persian Gulf coastal plain desert,13,Deserts & Xeric Shrublands,Palearctic,#F6CE5C,#CC6767,#EB775B
812,Azerbaijan shrub desert and steppe,13,Deserts & Xeric Shrublands,Palearctic,#B7393D,#CC6767,#B76D85
813,Badghyz and Karabil semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#B86847,#CC6767,#E66A5E
814,Baluchistan xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,#D94F5C,#CC6767,#B2816E
815,Caspian lowland desert,13,Deserts & Xeric Shrublands,Palearctic,#B85349,#CC6767,#E16164
816,Central Afghan Mountains xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,#A93800,#CC6767,#AD796F
817,Central Asian northern desert,13,Deserts & Xeric Shrublands,Palearctic,#DE8E59,#CC6767,#DC6474
818,Central Asian riparian woodlands,13,Deserts & Xeric Shrublands,Palearctic,#D06F42,#CC6767,#A8736F
819,Central Asian southern desert,13,Deserts & Xeric Shrublands,Palearctic,#F7BA4F,#CC6767,#D76782
820,Central Persian desert basins,13,Deserts & Xeric Shrublands,Palearctic,#FDA87F,#CC6767,#A3373D
821,East Arabian fog shrublands and sand desert,13,Deserts & Xeric Shrublands,Palearctic,#734C00,#CC6767,#D2698F
822,East Sahara Desert,13,Deserts & Xeric Shrublands,Palearctic,#D47A55,#CC6767,#A3373C
823,East Saharan montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,#FA774D,#CC6767,#CD846B
824,Eastern Gobi desert steppe,13,Deserts & Xeric Shrublands,Palearctic,#B2863B,#CC6767,#F75973
825,Gobi Lakes Valley desert steppe,13,Deserts & Xeric Shrublands,Palearctic,#D16B54,#CC6767,#C87A6D
826,Great Lakes Basin desert steppe,13,Deserts & Xeric Shrublands,Palearctic,#F9CD64,#CC6767,#F25D86
827,Junggar Basin semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#B35E37,#CC6767,#C3726F
828,Kazakh semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#CE9053,#CC6767,#ED8F60
829,Kopet Dag semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#FAD354,#CC6767,#BE7177
830,Mesopotamian shrub desert,13,Deserts & Xeric Shrublands,Palearctic,#E67938,#CC6767,#E88164
831,North Arabian desert,13,Deserts & Xeric Shrublands,Palearctic,#E3C35C,#CC6767,#B97280
832,North Arabian highland shrublands,13,Deserts & Xeric Shrublands,Palearctic,#C8853E,#CC6767,#E37567
833,North Saharan Xeric Steppe and Woodland,13,Deserts & Xeric Shrublands,Palearctic,#C95F51,#CC6767,#B47387
834,Paropamisus xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,#E6644C,#CC6767,#DE6A69
835,Qaidam Basin semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#CE6C47,#CC6767,#AF8674
836,Red Sea coastal desert,13,Deserts & Xeric Shrublands,Palearctic,#DE6C51,#CC6767,#D96C78
837,Red Sea-Arabian Desert shrublands,13,Deserts & Xeric Shrublands,Palearctic,#CC8245,#CC6767,#AA4F39
838,Registan-North Pakistan sandy desert,13,Deserts & Xeric Shrublands,Palearctic,#F6CE5C,#CC6767,#D46E85
839,Saharan Atlantic coastal desert,13,Deserts & Xeric Shrublands,Palearctic,#B43D41,#CC6767,#A5443B
840,South Arabian plains and plateau desert,13,Deserts & Xeric Shrublands,Palearctic,#FFD380,#CC6767,#CF7190
841,South Iran Nubo-Sindian desert and semi-desert,13,Deserts & Xeric Shrublands,Palearctic,#B78139,#CC6767,#A03D40
842,South Sahara desert,13,Deserts & Xeric Shrublands,Palearctic,#DF8245,#CC6767,#CA8B73
843,Taklimakan desert,13,Deserts & Xeric Shrublands,Palearctic,#FFAA01,#CC6767,#F56277
844,Tibesti-Jebel Uweinat montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,#BB7B3D,#CC6767,#C68274
845,West Sahara desert,13,Deserts & Xeric Shrublands,Palearctic,#F7B152,#CC6767,#F06688
846,West Saharan montane xeric woodlands,13,Deserts & Xeric Shrublands,Palearctic,#B43D41,#CC6767,#C17A76
